Date,Open,High,Low,Close,Adj Close,Volume
2020-02-27,32.612820,32.949677,31.905832,32.305073,26.305294,9454676
2020-02-28,30.911894,31.456690,30.541767,31.223799,25.424835,14626473
2020-03-02,31.606403,31.785229,30.358782,30.882784,25.147154,9081850
2020-03-03,31.240435,31.739483,30.304720,30.500179,24.835609,10495161
2020-03-04,30.637417,31.356878,30.300560,31.298656,25.485790,7911854
2020-03-05,31.373514,31.423420,30.005289,30.105099,24.513903,7427867
2020-03-06,29.327415,29.660114,28.345953,28.994717,23.609745,12228943
2020-03-09,26.782269,26.794744,24.994011,25.097979,20.436720,18649227
2020-03-10,25.713472,27.327063,25.085503,25.513853,20.775358,14755257
2020-03-11,26.008743,26.907030,25.351662,25.721790,20.944674,10554718
2020-03-12,24.436741,24.657152,20.864386,20.872702,16.996170,24436875
2020-03-13,22.082895,24.212168,20.781210,21.334322,17.372059,24212379
2020-03-16,19.961939,20.248892,18.444000,19.063650,15.523101,17741977
2020-03-17,20.003527,20.710510,17.882570,20.253050,16.491604,16269640
2020-03-18,19.284065,19.849653,17.820189,18.364985,14.954192,12449752
2020-03-19,18.298445,19.225842,17.479174,18.165363,14.791645,13842283
2020-03-20,19.130192,19.903715,18.839081,18.859873,15.357171,20035159
2020-03-23,18.061396,19.541906,17.857618,19.134350,15.580669,14638267
2020-03-24,20.544163,24.353565,20.381971,24.353565,19.830561,16260714
2020-03-25,25.326710,26.532743,23.555088,24.756964,20.159039,18199555
2020-03-26,24.045818,24.607248,23.014452,24.607248,20.037128,13358554
2020-03-27,23.896105,24.237122,22.436386,22.623531,18.421833,10618328
2020-03-30,22.727499,23.101786,21.850004,22.627689,18.425219,7997146
2020-03-31,22.906324,23.933533,22.178547,22.889690,18.638559,8429481
2020-04-01,22.041307,22.132799,21.230354,21.230354,17.287401,7825365
2020-04-02,21.417498,22.116165,20.223940,20.939241,17.050350,9921058
2020-04-03,20.918447,21.084799,20.211464,20.394447,16.606737,6968859
2020-04-06,21.583845,22.744135,21.413338,22.744135,18.520037,8107113
2020-04-07,24.112358,24.765280,22.444704,23.405373,19.058468,10192549
2020-04-08,23.247341,23.804611,22.573626,23.392897,19.048309,6569412
2020-04-09,24.120676,24.835979,23.459436,24.819344,20.209831,10697452
2020-04-14,25.655251,25.721790,24.424265,24.453375,19.911831,6978347
2020-04-15,24.565660,24.565660,22.898006,22.972864,18.706285,7779054
2020-04-16,23.525976,23.966803,22.706705,23.031088,18.753696,6308863
2020-04-17,23.821247,24.644676,23.546770,24.153946,19.668013,10118608
2020-04-20,24.573978,24.607248,23.039404,23.850357,19.420809,7918320
2020-04-21,23.372103,23.376263,22.644323,22.814833,18.577606,7198188
2020-04-22,23.110104,23.214071,22.769087,23.164165,18.862057,4837077
2020-04-23,23.355469,24.166422,23.056040,23.900263,19.461445,6004027
2020-04-24,23.413691,23.900263,22.860579,22.922960,18.665649,6514340
2020-04-27,23.704802,24.386835,23.563404,24.386835,19.857651,5891797
2020-04-28,24.474169,25.767536,24.361883,25.293440,20.595881,8683937
2020-04-29,25.605345,27.006840,25.035599,26.981888,21.970743,8450763
2020-04-30,27.227253,27.813635,25.900616,26.229156,21.357811,10580592
2020-05-04,25.035599,25.210264,24.041660,24.652994,20.074377,9100726
2020-05-05,25.343346,26.000425,25.135408,25.572075,20.822763,7872577
2020-05-06,25.572075,25.621981,24.873407,24.873407,20.253855,5996377
2020-05-07,25.039757,25.505535,24.902519,25.031441,20.382538,5548954
2020-05-08,25.351662,26.328966,25.081345,26.328966,21.439085,5645279
2020-05-11,26.424618,26.690777,25.547123,25.750900,20.968378,5237633
2020-05-12,25.472265,26.037853,25.443155,25.447313,20.721172,3918265
2020-05-13,25.035599,25.081345,23.792135,23.804611,19.383560,7068142
2020-05-14,23.438643,23.596676,21.870798,22.968706,18.702900,11696290
2020-05-15,23.330517,23.908581,22.810675,23.293087,18.967037,7111325
2020-05-18,23.804611,25.979631,23.796295,25.933886,21.117378,8870910
2020-05-19,26.283218,26.511950,25.081345,25.788330,20.998856,8388974
2020-05-20,25.804964,26.807220,25.018963,26.624235,21.679514,7726392
2020-05-21,26.316488,26.832172,25.975473,26.154299,21.296856,5300838
2020-05-22,25.476423,26.844648,25.322552,26.066965,21.225742,6863960
2020-05-25,26.449570,26.511950,25.809122,26.511950,21.588083,3677630
2020-05-26,26.865442,27.239729,26.599283,27.164871,22.119743,5861078
2020-05-27,27.322905,29.905479,27.231413,29.568623,24.077063,14275247
2020-05-28,30.192432,30.304720,28.674494,29.152748,23.738426,8377335
2020-05-29,28.499826,28.686970,27.763729,27.763729,22.607378,15373255
2020-06-02,29.111160,30.591671,28.998875,29.909637,24.354744,12494951
2020-06-03,30.533449,31.598085,30.063513,31.552340,25.692358,9798008
2020-06-04,29.984495,31.190531,29.448019,30.774656,25.059109,9932286
2020-06-05,31.240435,33.182564,31.165577,33.124344,26.972406,12036934
2020-06-08,32.529644,34.509201,32.404881,33.357231,27.162041,9245022
2020-06-09,33.311485,33.515263,31.344402,32.409039,26.389950,9873436
2020-06-10,32.920563,33.303169,31.514912,32.271801,26.278200,7435652
2020-06-11,30.691481,31.298656,29.373161,29.373161,23.917904,11823022
2020-06-12,29.373161,31.119831,29.144430,29.959543,24.395380,10247112
2020-06-15,28.840843,29.905479,28.524778,29.672590,24.161720,7047660
2020-06-16,31.207165,31.552340,30.051037,30.782972,25.065880,9042642
2020-06-17,30.849512,31.406784,30.142529,30.778814,25.062494,8553003
2020-06-18,30.774656,31.248753,30.105099,30.550083,24.876244,7705463
2020-06-19,31.003386,31.161419,30.491861,30.575035,24.896563,12050712
2020-06-22,30.109259,30.778814,29.734970,30.533449,24.862701,5155905
2020-06-23,30.770496,31.519070,30.238178,30.845354,25.116676,6796963
2020-06-24,30.774656,30.870308,28.878271,28.982241,23.599586,8168944
2020-06-25,28.903225,30.117575,28.641224,29.805670,24.270084,6455162
2020-06-26,30.379576,30.462751,28.957289,29.119478,23.711336,4823917
2020-06-29,29.065414,30.209068,29.065414,29.868052,24.320883,6242603
2020-06-30,30.192432,30.317196,29.423065,30.063513,24.480040,4908588
2020-07-01,30.084305,30.084305,29.127796,29.660114,24.151560,4648924
2020-07-02,30.009447,31.356878,29.843100,30.911894,25.170858,6432417
2020-07-03,31.190531,31.381830,30.333830,30.496019,24.832220,3418845
2020-07-06,31.489960,31.939102,31.065767,31.452530,25.611086,4515714
2020-07-07,31.298656,31.872562,30.903578,31.302814,25.489176,4076492
2020-07-08,31.190531,31.697895,30.828718,30.932688,25.187792,5718621
2020-07-09,30.828718,31.044973,30.005289,30.067671,25.217129,4013637
2020-07-10,29.418907,30.637417,29.377319,30.504337,25.583353,4842496
2020-07-13,31.148943,31.381830,30.545925,31.015863,26.012360,3527896
2020-07-14,30.475227,30.870308,30.358782,30.770496,25.806574,3479791
2020-07-15,31.007545,31.606403,30.791290,31.348562,26.291386,4541513
2020-07-16,31.252911,31.647991,30.907736,31.331926,26.277433,3967443
2020-07-17,32.604500,33.178406,32.346661,32.716785,27.438889,8121118
2020-07-20,32.604500,32.608658,31.847610,32.346661,27.128471,4038023
2020-07-21,32.862343,33.369709,32.579548,32.829071,27.533058,5415184
2020-07-22,32.733421,32.920563,32.171993,32.571232,27.316814,4148213
2020-07-23,33.269897,34.750408,33.269897,33.960251,28.481756,8814796
2020-07-24,33.278217,33.802216,33.111866,33.228310,27.867891,4339681
2020-07-27,33.469517,33.698250,33.116024,33.328121,27.951601,3089948
2020-07-28,33.344753,33.527740,32.729263,33.124344,27.780699,4205789
2020-07-29,33.240788,33.307327,32.662724,33.182564,27.829525,3676900
2020-07-30,33.178406,33.207516,31.519070,32.105453,26.926176,6798579
2020-07-31,32.147038,32.400723,31.107355,31.107355,26.089090,5056579
2020-08-03,31.207165,32.675198,31.148943,32.488056,27.247057,5391213
2020-08-04,33.103550,33.594280,32.870659,33.398819,28.010895,4250561
2020-08-05,33.648342,34.288788,33.490311,33.943615,28.467804,4305103
2020-08-06,33.852119,34.317902,33.303169,33.777264,28.328287,3829846
2020-08-07,33.714882,33.814693,33.124344,33.768948,28.321314,2738346
2020-08-10,34.035107,34.213932,33.465359,33.997677,28.513144,2378791
2020-08-11,34.322060,35.432442,34.322060,35.178761,29.503696,6751343
2020-08-12,35.099743,36.097839,34.995773,35.449078,29.730402,4489728
2020-08-13,35.307678,35.827522,35.137173,35.191235,29.514154,3202723
2020-08-14,35.162125,35.253616,34.550789,35.153805,29.482765,3206637
2020-08-17,35.016567,35.390854,34.696346,35.212029,29.531595,2023020
2020-08-18,34.937553,35.723553,34.767044,35.112221,29.447889,3879006
2020-08-19,35.091427,35.698601,34.920918,35.698601,29.939672,3161845
2020-08-20,34.999931,35.278568,34.613171,34.904282,29.273497,4027348
2020-08-21,35.045677,35.307678,33.723202,34.213932,28.694513,5343143
2020-08-24,34.567425,35.632061,34.567425,35.590473,29.848989,4014473
2020-08-25,35.723553,35.914856,35.120537,35.207870,29.528109,3605914
2020-08-26,35.207870,35.802570,34.999931,35.790092,30.016405,2816466
2020-08-27,35.864948,36.418060,35.706917,35.765141,29.995478,3866228
2020-08-28,36.043777,36.151901,35.465714,35.665333,29.911770,3527202
2020-08-31,35.765141,36.126949,35.382538,35.469872,29.747845,4001433
2020-09-01,35.765141,35.952286,34.742092,35.494823,29.768770,3906351
2020-09-02,35.615425,36.072887,35.453236,35.831680,30.051283,4085780
2020-09-03,36.014664,36.854729,35.565521,36.047935,30.232653,5521259
2020-09-04,35.831680,36.592728,35.569679,36.164379,30.330311,4608689
2020-09-07,36.534508,37.811237,36.430538,37.511810,31.460371,5535746
2020-09-08,37.674000,38.064922,37.162476,37.906891,31.791721,5028187
2020-09-09,37.748859,38.759434,37.428635,38.584766,32.360241,6241044
2020-09-10,38.343559,39.042225,38.281178,38.688732,32.447433,5342798
2020-09-11,38.476639,38.988163,38.401779,38.713684,32.468361,4393928
2020-09-14,39.146194,39.216892,38.135620,38.401779,32.206772,3509867
2020-09-15,38.559811,38.788544,38.035812,38.260384,32.088184,3009799
2020-09-16,38.301971,38.509907,38.056606,38.501591,32.290485,3529469
2020-09-17,37.653206,38.776066,37.515968,38.593082,32.367214,3397845
2020-09-18,38.439209,38.568130,37.827873,37.827873,31.725447,9651601
2020-09-21,37.511810,37.515968,35.835838,36.168537,30.333799,6862417
2020-09-22,36.247555,36.821461,36.147743,36.372314,30.504705,3847402
2020-09-23,36.817303,37.570034,36.463810,36.838097,30.895346,4037118
2020-09-24,36.255871,37.478539,36.097839,37.000286,31.031370,4108358
2020-09-25,37.037712,37.349621,36.193493,36.750759,30.822096,3499040
2020-09-28,37.428635,38.380985,37.341301,38.156414,32.000988,4827811
2020-09-29,37.886097,38.081558,37.520126,38.002541,31.871939,2717708
2020-09-30,37.827873,38.946575,37.540920,38.289494,32.112598,4949454
2020-10-01,39.092133,39.466415,38.501591,38.880035,32.607876,5115105
2020-10-02,38.514065,39.004799,38.206318,38.884193,32.611362,3478227
2020-10-05,39.374924,40.007053,39.370766,39.782482,33.364742,4727135
2020-10-06,39.923878,40.281528,39.325020,40.032005,33.574009,5294777
2020-10-07,39.961308,41.017628,39.674355,40.830482,34.243675,5003822
2020-10-08,40.880386,41.159023,40.335594,40.605911,34.055336,3734561
2020-10-09,40.680767,40.901180,39.940514,40.073593,33.608891,3786496
2020-10-12,40.689087,40.955246,40.435402,40.763943,34.187866,3919185
2020-10-13,40.759785,40.884544,40.323116,40.651657,34.093697,3154118
2020-10-14,40.626705,40.830482,40.011211,40.152611,33.675159,3245489
2020-10-15,39.395718,39.416512,38.156414,38.954891,32.670658,5663919
2020-10-16,40.755627,41.333691,40.165085,41.088326,34.459923,8921510
2020-10-19,41.017628,41.312897,40.156769,40.597591,34.048355,3579178
2020-10-20,40.547688,40.738991,40.115181,40.489468,33.957672,2921369
2020-10-21,40.730675,40.730675,39.774162,39.898926,33.462399,3885125
2020-10-22,39.420670,40.248260,38.751114,39.844864,33.417057,4168759
2020-10-23,40.838799,40.851276,39.824066,40.256577,33.762352,4365387
2020-10-26,39.857338,40.722355,39.574543,39.894768,33.458912,4158894
2020-10-27,39.969624,40.102703,39.021431,39.142036,32.827610,4769278
2020-10-28,37.736382,37.936001,36.497078,36.800667,30.863956,8618670
2020-10-29,36.663429,37.478539,36.659267,36.784031,30.850000,6074338
2020-10-30,36.097839,37.216541,35.864948,36.929588,30.972076,5065743
2020-11-02,37.141682,38.426731,36.796509,38.110668,31.962622,4899435
2020-11-03,38.593082,39.557907,38.518227,39.258480,32.925270,5831319
2020-11-04,38.518227,40.185879,37.894413,39.940514,33.497276,7047548
2020-11-05,40.393814,41.183975,40.181721,41.100800,34.470383,6368329
2020-11-06,40.851276,41.088326,39.720100,40.069435,33.605400,4811946
2020-11-09,40.909500,43.084518,40.626705,42.169598,35.366764,10645357
2020-11-10,42.202866,44.365410,42.177914,44.082615,36.971172,8873856
2020-11-11,43.425533,44.456902,43.408901,44.074299,36.964195,4889605
2020-11-12,43.500393,44.132519,43.092834,43.417217,36.413116,3996900
2020-11-13,43.126106,43.866360,43.034615,43.666740,36.622387,3809625
2020-11-16,44.082615,44.872776,43.691692,44.731377,37.515274,5403726
2020-11-17,44.698109,45.363506,44.315506,45.363506,38.045425,4469566
2020-11-18,45.072395,46.544586,45.014172,46.328335,38.854607,5577389
2020-11-19,46.161983,46.486366,45.762745,45.804333,38.415138,4972964
2020-11-20,45.696205,46.453094,45.546490,46.178619,38.729046,3836717
2020-11-23,46.436462,47.284843,46.245159,46.577858,39.063881,5309820
2020-11-24,47.201668,48.199764,47.027000,48.199764,40.424141,6230582
2020-11-25,48.324528,48.382751,47.168400,47.750622,40.047451,4382945
2020-11-26,47.642494,47.667446,46.652714,46.652714,39.126659,2904844
2020-11-27,46.993732,47.276527,46.478046,47.068588,39.475445,4272640
2020-11-30,46.652714,47.725670,46.461414,46.952145,39.377789,6484002
2020-12-01,47.401287,47.858749,47.284843,47.858749,40.138134,3631730
2020-12-02,47.750622,47.892017,47.243256,47.817162,40.103260,2975166
2020-12-03,47.800526,47.883701,47.085224,47.218304,39.601006,3248055
2020-12-04,47.176716,48.416019,47.118492,48.416019,40.605507,4602535
2020-12-07,48.083321,48.407703,47.459511,47.991829,40.249752,2986533
2020-12-08,47.950241,48.158176,47.742306,47.825478,40.110229,2600464
2020-12-09,47.966877,48.607323,47.842113,47.842113,40.124187,3755374
2020-12-10,47.700718,47.867065,46.552906,46.844017,39.287102,3510454
2020-12-11,46.760841,47.143448,46.053856,46.170300,38.722069,4336351
2020-12-14,46.161983,47.501099,46.003952,46.885605,39.321983,3706525
2020-12-15,46.993732,48.274624,46.885605,48.224716,40.445068,3548371
2020-12-16,48.382751,49.730183,48.324528,48.881798,40.996147,5732974
2020-12-17,49.239449,49.638687,48.690495,48.690495,40.835701,3609234
2020-12-18,48.623955,49.281036,48.366116,48.798622,40.926388,11369619
2020-12-21,47.409603,47.409603,45.596397,46.902241,39.335930,5216571
2020-12-22,47.160080,47.883701,46.952145,47.110176,39.510323,2338352
2020-12-23,47.659130,48.798622,47.659130,48.673862,40.821754,3255794
2020-12-28,49.455704,49.846626,48.640591,48.781990,40.912441,2408904
2020-12-29,49.222816,49.314308,48.191448,48.399384,40.591553,1819857
2020-12-30,48.241352,48.623955,48.000145,48.066685,40.312531,1573574
2021-01-04,48.399384,48.906750,46.910557,47.326431,39.691692,3411046
2021-01-05,46.927193,48.066685,46.702621,47.318111,39.684719,3197549
2021-01-06,47.625858,48.158176,46.378239,46.935509,39.363834,4720132
2021-01-07,47.526051,48.532463,47.301479,48.066685,40.312531,4242888
2021-01-08,48.740402,48.906750,47.401287,47.983513,40.242775,3767088
2021-01-11,47.659130,47.900337,46.860653,47.534367,39.866085,3505621
2021-01-12,47.617542,48.374432,47.301479,48.349480,40.549706,3762004
2021-01-13,48.133224,48.332844,47.368019,47.600906,39.921890,3248270
2021-01-14,47.551003,48.906750,47.526051,48.083321,40.326477,3576618
2021-01-15,47.534367,47.916969,46.303383,46.794113,39.245247,4984440
2021-01-18,46.253475,47.168400,46.112080,47.135128,39.531250,2509291
2021-01-19,47.359699,47.376335,46.128716,46.245159,38.784851,4079222
2021-01-20,46.419827,48.166496,46.353287,48.166496,40.396236,4588877
2021-01-21,48.366116,49.505608,48.366116,49.106369,41.184490,5297545
2021-01-22,48.615639,49.780087,48.008465,49.131321,41.205418,5545268
2021-01-25,49.447388,50.029610,47.301479,47.775574,40.068382,5638051
2021-01-26,47.642494,49.305988,47.268208,48.981609,41.079857,3747273
2021-01-27,48.865162,48.906750,46.960461,47.617542,39.935841,5210223
2021-01-28,47.085224,48.008465,46.170300,47.900337,40.173016,4641073
2021-01-29,47.318111,48.973289,47.143448,48.341164,40.542728,6759841
2021-02-01,48.906750,48.915070,48.316212,48.565735,40.731071,2798378
2021-02-02,48.989925,50.087833,48.906750,49.305988,41.351906,4051668
2021-02-03,50.395580,54.063583,49.988022,53.697617,45.035072,11768996
2021-02-04,53.963776,55.020096,53.572853,54.812157,45.969814,8708660
2021-02-05,54.887016,55.818573,54.021999,55.718761,46.730164,7242587
2021-02-08,55.727081,56.093048,54.945236,55.228031,46.318600,3676520
2021-02-09,54.986824,55.103268,54.404602,54.728985,45.900063,2645331
2021-02-10,54.986824,55.244667,53.556217,54.138443,45.404785,3520241
2021-02-11,54.454506,54.812157,54.038631,54.105171,45.376881,2635636
2021-02-12,53.689301,54.038631,53.331646,53.780792,45.104828,2662184
2021-02-15,54.080219,54.263203,53.514633,53.930504,45.230389,2109912
2021-02-16,53.897236,54.662441,53.814060,54.071903,45.348976,2161188
2021-02-17,54.138443,54.712349,53.755836,54.429554,45.648933,3993418
2021-02-18,55.602318,56.226128,54.770569,55.635590,46.660408,5312667
2021-02-19,56.142956,56.234447,55.169807,55.910065,46.890610,4013656
2021-02-22,55.485874,55.702126,54.911968,55.560730,46.597630,2456148
2021-02-23,55.610634,55.843525,53.872284,54.338062,45.572205,4210291
2021-02-24,54.396282,55.169807,54.338062,54.762253,45.927963,3152312
2021-02-25,55.311207,55.835209,54.837109,54.837109,45.990742,2699528
2021-02-26,54.196667,55.485874,54.038631,55.103268,46.213959,4312311
2021-03-01,55.643906,55.818573,54.579269,55.402699,46.465088,3268149
2021-03-02,55.311207,57.099464,55.252983,56.783398,47.623055,4590781
2021-03-03,57.390575,58.372036,57.182636,57.706638,48.397354,4398045
2021-03-04,57.423843,59.087341,57.274132,58.704735,49.234440,5103476
2021-03-05,58.421944,59.103973,57.922894,58.405308,48.983318,3820475
2021-03-08,59.054070,60.684296,58.887718,60.293373,50.566795,5521466
2021-03-09,60.052166,60.700932,59.103973,59.810959,50.162205,5141375
2021-03-10,59.711151,60.418137,59.212101,60.418137,50.671432,4061957
2021-03-11,60.551216,60.767471,59.286961,59.960674,50.287769,3355909
2021-03-12,58.338768,58.854450,58.164101,58.821178,49.332096,7116120
2021-03-15,58.646515,59.511532,58.055973,58.288860,48.885651,5023687
2021-03-16,58.388672,59.569752,58.380356,59.270325,49.708786,5353445
2021-03-17,59.361816,59.952358,58.164101,59.328545,49.757614,5980056
2021-03-18,59.885818,61.823788,59.852547,61.823788,51.850327,10132093
2021-03-19,60.800739,61.715660,60.617756,61.366329,51.466663,11213761
2021-03-22,60.875595,62.098267,60.501308,61.682392,51.731735,3262039
2021-03-23,61.224930,61.299789,59.736103,60.393185,50.650509,4903824
2021-03-24,59.802643,59.877499,58.995846,59.594707,49.980839,5087933
2021-03-25,59.137245,60.393185,59.037434,60.301689,50.573772,4110168
2021-03-26,60.717564,61.116802,60.393185,60.942135,51.110901,3764427
2021-03-29,61.125122,61.565948,60.551216,61.308105,51.417831,3271288
2021-03-30,61.798836,63.162903,61.649120,63.162903,52.973408,4971367
2021-03-31,63.063091,63.445698,62.905060,63.221127,53.022243,5496840
2021-04-01,62.381062,62.921696,61.798836,62.663853,53.701591,3848462
2021-04-06,63.478966,63.919792,62.722076,62.780296,53.801380,3178288
2021-04-07,62.871792,63.745125,62.722076,62.888428,53.894047,3250076
2021-04-08,63.620361,63.753445,60.975407,61.723980,52.896137,4869807
2021-04-09,61.965187,62.796932,61.840424,62.306202,53.395092,3542684
2021-04-12,62.447598,63.994652,62.447598,63.187855,54.150650,4384526
2021-04-13,63.711857,64.036240,62.921696,62.921696,53.922558,3228301
2021-04-14,63.004871,63.121315,62.339474,62.722076,53.751488,2899395
2021-04-15,62.871792,63.112995,62.472553,62.680489,53.715847,2952164
2021-04-16,64.002968,64.843033,63.828300,64.368935,55.162811,6387041
2021-04-19,64.834717,64.867989,62.979919,63.179539,54.143520,3900859
2021-04-20,63.470650,64.227539,61.191662,61.291470,52.525490,5086949
2021-04-21,61.474457,61.898647,59.960674,61.191662,52.439957,4196339
2021-04-22,61.574265,62.048363,60.734200,61.366329,52.589642,2620658
2021-04-23,62.098267,62.505821,60.426453,61.299789,52.532619,3346698
2021-04-26,61.815472,62.156487,60.725883,62.123219,53.238281,3126765
2021-04-27,62.139854,62.256298,61.441185,62.056679,53.181255,2848591
2021-04-28,62.489185,62.830204,62.114899,62.522457,53.580421,2291550
2021-04-29,62.539093,62.580681,60.592804,61.291470,52.525490,4471508
2021-04-30,61.233250,62.106583,61.033630,61.590900,52.782093,3190805
2021-05-03,61.798836,62.430965,61.549313,61.890327,53.038696,1924216
2021-05-04,61.973503,62.381062,60.135342,60.226833,51.613117,3812963
2021-05-05,58.704735,60.168610,58.305496,59.977310,51.399281,7753312
2021-05-06,60.592804,60.692612,59.353500,60.501308,51.848335,3901662
2021-05-07,60.867279,61.158390,59.960674,61.058582,52.325909,4426854
2021-05-10,61.266518,61.482773,61.016994,61.349693,52.575382,3149611
2021-05-11,60.592804,60.800739,59.469944,60.185246,51.577477,3944906
2021-05-12,60.018898,60.908867,59.569752,60.684296,52.005154,3031059
2021-05-13,59.977310,60.484676,58.255592,60.110390,51.513329,3398568
2021-05-14,60.567848,61.607533,59.727783,61.507725,52.710815,2976788
2021-05-17,61.590900,62.139854,61.175026,61.815472,52.974545,1805798
2021-05-18,62.198074,62.871792,61.632488,62.206394,53.309559,2840478
2021-05-19,61.540997,61.557629,59.786007,60.268421,51.648754,3370417
2021-05-20,60.892231,62.497505,60.759151,62.497505,53.559036,4009132
2021-05-21,62.722076,63.262711,62.713760,62.821884,53.837021,3472403
2021-05-25,63.462330,64.069504,63.254395,63.745125,54.628220,3455045
2021-05-26,64.069504,64.601822,63.404110,64.493698,55.269730,2908400
2021-05-27,64.294083,65.225639,63.312618,64.768173,55.504948,5962306
2021-05-28,64.876305,64.901253,63.354202,63.745125,54.628220,3067572
2021-05-31,63.678585,63.919792,63.254395,63.354202,54.293205,1478106
2021-06-01,64.027924,65.225639,64.011284,64.976112,55.683147,2922270
2021-06-02,65.092560,65.566650,64.776489,65.483475,56.117947,2311774
2021-06-03,65.708046,66.722778,65.325447,66.498207,56.987553,3301122
2021-06-04,66.498207,66.781006,65.683098,66.157196,56.695313,2102502
2021-06-07,66.040749,66.880814,65.957573,66.656242,57.122986,2124393
2021-06-08,66.589699,66.614655,65.075920,65.699730,56.303272,2439652
2021-06-09,65.658142,66.024117,64.502014,65.192368,55.868473,2375938
2021-06-10,65.283859,65.899353,64.502014,65.017700,55.718788,2353825
2021-06-11,65.450211,66.315224,65.167412,66.315224,56.830738,2133294
2021-06-14,66.464943,66.681190,65.641510,65.641510,56.253380,2120560
2021-06-15,65.915985,66.257004,65.574966,65.891037,56.467220,1970364
2021-06-16,66.107285,66.390083,64.418839,65.741318,56.338913,3688010
2021-06-17,65.500114,66.864182,65.500114,66.090652,56.638283,2867920
2021-06-18,65.891037,66.331863,63.836617,64.111092,54.941841,6970919
2021-06-21,63.379158,66.074020,62.663853,66.007477,56.567005,3436962
2021-06-22,66.090652,66.090652,65.217316,65.982529,56.545628,2399406
2021-06-23,66.115608,66.439987,65.109192,65.125824,55.811447,2109991
2021-06-24,65.550018,66.157196,65.233955,65.583290,56.203487,2585061
2021-06-25,65.558334,65.583290,64.210907,64.684998,55.433670,2531395
2021-06-28,64.210907,64.743225,62.988235,63.179539,54.143520,2891713
2021-06-29,63.129631,63.969696,63.046459,63.445698,54.371616,2056317
2021-06-30,63.212807,63.495602,61.882011,62.630585,53.673080,3197163
2021-07-01,63.013187,63.653633,62.697124,63.204491,54.164906,2198580
2021-07-02,63.345886,63.919792,63.212807,63.404110,54.335976,2028429
2021-07-05,63.121315,63.495602,62.322838,63.137951,54.107883,1690180
2021-07-06,63.162903,63.162903,60.409817,60.642708,51.969513,3693164
2021-07-07,60.792423,61.208298,59.079021,60.218517,51.605991,4490687
2021-07-08,59.727783,59.727783,58.006069,58.829498,50.415630,4375992
2021-07-09,59.503212,60.759151,59.004166,60.626072,51.955257,3932627
2021-07-12,60.451405,61.624168,59.253689,60.933819,52.218990,3248098
